Posição;Poder;Nome Poder;Categoria Economica;Nome Categoria Economica;Receita por Fonte;Nome Receita por Fonte;Receita por Sub Fonte;Nome Receita por SubFonte;Rubrica;Nome Rubrica;Alinea;Nome Alinea;Sub Alinea;Nome Sub Alinea;Gestão;Nome Gestão;Órgão;Nome Órgão;UG;Nome UG;Fonte de Recursos;Nome Fonte de Recursos;Valor Previsão Inicial;Valor Previsão Atualizada;Valor Receita a Realizar;Valor Receita Realizada
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409910;Royalties pela Produção do Petróleo - Exceden;3;AUTARQUIAS;20;Secretaria de Estado de Fazenda e Planejamento;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;222546546;566766633,2;457961019,4;108805613,8
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409910;Royalties pela Produção do Petróleo - Exceden;1;TESOURO;99;Tesouro do Estado do Rio de Janeiro;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;107354018;199137706,6;55931629,73;143206076,9
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409907;Cota-Parte do Fundo Especial do Petróleo - FE;3;AUTARQUIAS;20;Secretaria de Estado de Fazenda e Planejamento;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;4327749;6833498,5;-2775,14;6836273,64
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409905;Royalties pela Produção do Petróleo - Exceden;3;AUTARQUIAS;20;Secretaria de Estado de Fazenda e Planejamento;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;358562361;281833796,2;-582271010,1;864104806,3
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409906;Cota-Parte Participação Especial  Exp. Petrol;3;AUTARQUIAS;20;Secretaria de Estado de Fazenda e Planejamento;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;1408637846;1123362776;-1547289295;2670652070
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409908;Cota-parte Royalties Produção do Petróleo - A;1;TESOURO;99;Tesouro do Estado do Rio de Janeiro;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;225082332;465605037,8;128382888,7;337222149,1
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409908;Cota-parte Royalties Produção do Petróleo - A;3;AUTARQUIAS;20;Secretaria de Estado de Fazenda e Planejamento;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;230494637;580692481,8;580692481,8;0
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409905;Royalties pela Produção do Petróleo - Exceden;1;TESOURO;99;Tesouro do Estado do Rio de Janeiro;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;136288484;74919364,67;68378360,93;6541003,74
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409907;Cota-Parte do Fundo Especial do Petróleo - FE;1;TESOURO;99;Tesouro do Estado do Rio de Janeiro;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;276239;436180,76;2775,1;433405,66
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409911;Cota-Parte Participação Espec. Exp. Petrol. e;3;AUTARQUIAS;20;Secretaria de Estado de Fazenda e Planejamento;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;874290001;2254678029;1691445784;563232244,9
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409906;Cota-Parte Participação Especial  Exp. Petrol;1;TESOURO;99;Tesouro do Estado do Rio de Janeiro;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;535419046;298621480,6;298621480,6;0
01/12/2017;1;Executivo;1;RECEITAS CORRENTES;13;RECEITA PATRIMONIAL;134;Compensação Financeira;1340;Compensação Financeira;134099;Outras Compensações Financeiras;13409911;Cota-Parte Participação Espec. Exp. Petrol. e;1;TESOURO;99;Tesouro do Estado do Rio de Janeiro;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;421747927;798144012,8;-442777970;1240921983
01/12/2018;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;103;Royalties para Ações de Segurança Pública e Desenvolvimento Social;0;116437297,7;49906456,68;66530841,05
01/12/2018;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrim-Royalties Petróleo -T;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-172204301;-394933524,5;-76746314,45;-318187210
01/12/2018;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;378014;604097,24;5958,82;598138,42
01/12/2018;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;955533034;1080491647;-37912000,95;1118403648
01/12/2018;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;3;;20;Secretaria de Estado de Fazenda e Planejamento                                  ;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;5922222;9464190,01;432990,63;9031199,38
01/12/2018;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrimon - Royalties Petróle;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-258306452;-212656513,2;71522373,7;-284178886,9
01/12/2018;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;3;;20;Secretaria de Estado de Fazenda e Planejamento                                  ;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;2013506638;2993347177;-27560221,62;3020907399
01/12/2019;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;103;Royalties para Ações de Segurança Pública e Desenvolvimento Social;136727088;0;-125578776,2;125578776,2
01/12/2019;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;3;;20;Secretaria de Estado de Fazenda                                 ;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;3914723472;3847852866;572831450,5;3275021416
01/12/2019;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;466716;11782400,69;-0,01;11782400,7
01/12/2019;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;3;;20;Secretaria de Estado de Fazenda                                 ;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;7311840;9464190,02;-2437530,74;11901720,76
01/12/2019;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrim-Royalties Petróleo -T;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-463752691;-319592064,6;0;-319592064,6
01/12/2019;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrimon - Royalties Petróle;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-309168461;-1239342771;-0,02;-1239342771
01/12/2019;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrim - Royalties Petróleo ;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;0;-927090623,7;0;-927090623,7
01/12/2019;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;1279040136;4532521426;-0,01;4532521426
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;11302787;6814471,11;-1167432,21;7981903,32
01/12/2020;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrimon - Royalties Petróle;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-1756865846;-1322746909;259311254,1;-1582058163
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;5418965153;4493850046;-237858493,1;4731708539
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;103;Royalties para Ações de Segurança Pública e Desenvolvimento Social;167164943;177747561,3;34275922,98;143471638,3
01/12/2020;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrim-Royalties Petróleo -T;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-566992205;-423490300,3;63509205,01;-486999505,3
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;208;Receita desvinculada diretamente arrecadada;0;0;-61684255,75;61684255,75
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;3;;20;Secretaria de Estado de Fazenda                                                 ;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;4322407816;3293685105;-242940185;3536625290
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;3;;20;Secretaria de Estado de Fazenda                                                 ;123400;FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.;231;Recursos Próprios do Rioprevidência;10624620;7135282,53;2509878,47;4625404,06
01/12/2020;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrim - Royalties Petróleo ;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-1461666801;-1154252508;239406312,3;-1393658820
01/12/2020;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;208;Receita desvinculada diretamente arrecadada;0;0;-121551,83;121551,83
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;5251927342;7274113337;43431519,52;7230681817
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;11107807;7766090,92;76122,93;7689967,99
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;151;Fundo Especial de Controle Ambiental - FECAM;584621;461505,07;178190,47;283314,6
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;151;Fundo Especial de Controle Ambiental - FECAM;243496490;318169587,2;83624794,61;234544792,6
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;103;Fundo Estadual de Investim e Ações de Segurança Pública e Desenv Social - FISED;183794596;232259526,4;64751131,84;167508394,6
01/12/2021;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrim-Royalties Petróleo -T;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-647430900;-837692960,9;-45045073,75;-792647887,1
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;208;Receita desvinculada diretamente arrecadada;0;-52763,95;-174184,48;121420,53
01/12/2021;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9390;Dedução da Receita Referente a Demais Receitas Patrimoniais;939000;Dedução da Receita Referente a Demais Receitas Patrimoniais;93900011;Dedução - Demais Patrimon - Royalties Petróle;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-161857728;-294801321,6;16314517,43;-311115839
01/12/2021;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1390;Demais Receitas Patrimoniais;139000;Demais Receitas Patrimoniais;13900011;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;208;Receita desvinculada diretamente arrecadada;0;48834984,56;-123473524,1;172308508,6
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;208;Receita desvinculada diretamente arrecadada;228230486;296627576,3;0;296627576,3
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;152;"Fundo Soberano - Excedente de Arrecadação de
Royalties do Petróleo e Gás Natural";0;2104287,1;-0,01;2104287,11
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;151;Fundo Especial de Controle Ambiental - FECAM;297827757;393081335,6;0,02;393081335,5
01/12/2022;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9399;Dedução da Receita Referente a Demais Receitas Patrimoniais;939999;Dedução da Receita Referente a Demais Receitas Patrimoniais;93999901;Dedução - Demais Patrimon - Royalties Petróle;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-304493508;-431628260,4;-0,19;-431628260,2
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;9158369101;10713250950;-0,02;10713250950
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;151;Fundo Especial de Controle Ambiental - FECAM;345300;655798,13;0;655798,13
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;103;Fundo Estadual de Investim e Ações de Segurança Pública e Desenv Social - FISED;234710028;299049677;0,15;299049676,9
01/12/2022;1;Executivo;9;DEDUÇÃO DA RECEITA REFERENTE A RECEITAS CORRENTES;93;Dedução da Receita Referente a Receita Patrimonial;939;Dedução da Receita Referente a Demais Receitas Patrimoniais;9399;Dedução da Receita Referente a Demais Receitas Patrimoniais;939999;Dedução da Receita Referente a Demais Receitas Patrimoniais;93999901;Dedução - Demais Patrim-Royalties Petróleo -T;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;-1105279332;-1255816683;-0,17;-1255816683
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Royalties pela Produção do Petr;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;152;"Fundo Soberano - Excedente de Arrecadação de
Royalties do Petróleo e Gás Natural";0;1216330705;0,02;1216330705
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;104;Compensação Financeira pela Exploração de Petróleo;9372420;15695947,3;0,01;15695947,29
01/12/2022;1;Executivo;1;RECEITAS CORRENTES;13;Receita Patrimonial;139;Demais Receitas Patrimoniais;1399;Outras Receitas Patrimoniais;139999;Outras Receitas Patrimoniais;13999901;Dem Rec Pat - Fundo Especial do Petróleo - FE;1;;99;Tesouro do Estado do Rio de Janeiro                                             ;999900;TESOURO DO ESTADO DO RIO DE JANEIRO;208;Receita desvinculada diretamente arrecadada;147984;281056,19;-0,01;281056,2
